i,time,heure,sens,phase,score,grade,entry,sl,tp,risque,atr,f_fib,f_kijun,f_rsi,f_fvg,f_ob,f_rr,rempli,bar_fill,resultat_R
53992,2026-06-19 14:15:00,14,-1,MARKDOWN,5,A,114.093936,114.162467502172,113.92260724456997,0.06853150217200721,0.020935004344021815,0,1,1,1,0,1,False,-1,
54004,2026-06-19 15:15:00,15,-1,MARKDOWN,4,B,114.049454,114.13823521777667,113.82750095555832,0.08878121777667047,0.0224704355533433,0,1,0,1,0,1,False,-1,
54016,2026-06-19 16:15:00,16,-1,MARKDOWN,5,A,113.998266,114.14141081518179,113.64040396204554,0.14314481518178468,0.02882163036359114,0,1,0,1,1,1,False,-1,
54028,2026-06-19 17:15:00,17,-1,MARKDOWN,6,A+,113.971692,114.09877992926103,113.65397217684745,0.1270879292610232,0.029559858522054724,0,1,1,1,1,1,False,-1,
54040,2026-06-19 18:15:00,18,-1,MARKDOWN,5,A,113.908908,114.08235156585364,113.47529908536589,0.1734435658536455,0.03670313170728947,0,1,0,1,1,1,False,-1,
54052,2026-06-19 19:15:00,19,-1,MARKDOWN,4,B,113.886042,114.04031349299436,113.50036326751412,0.15427149299435428,0.026626985988708475,0,0,0,1,1,1,False,-1,
54205,2026-06-22 08:00:00,8,1,MARKUP,6,A+,113.92511,113.87573831884629,114.04853920288429,0.049371681153715485,0.018523362307422752,0,1,1,1,1,1,True,54223,1.75
54217,2026-06-22 09:00:00,9,1,MARKUP,4,B,113.933132,113.87454294061146,114.07960464847135,0.05858905938853809,0.020914118777092764,0,1,0,0,1,1,True,54221,1.75
54229,2026-06-22 10:00:00,10,1,MARKUP,6,A+,113.937334,113.87298008381939,114.09821879045157,0.0643539161806217,0.024039832361226646,0,1,1,1,1,1,False,-1,
54241,2026-06-22 11:00:00,11,1,MARKUP,5,A,113.971332,113.87290250625114,114.21740573437216,0.098429493748867,0.02419498749772858,0,1,0,1,1,1,False,-1,
54265,2026-06-22 13:00:00,13,1,MARKUP,5,A,114.012444,113.90876468449247,114.27164228876885,0.1036793155075344,0.02247063101507586,0,1,0,1,1,1,False,-1,
54277,2026-06-22 14:00:00,14,1,MARKUP,4,B,114.012826,113.9087237630934,114.2730815922665,0.10410223690659848,0.02255247381320048,0,0,0,1,1,1,False,-1,
54289,2026-06-22 15:00:00,15,1,MARKUP,6,A+,114.084614,114.0049740749475,114.28371381263126,0.07963992505250417,0.024051850104986155,0,1,1,1,1,1,False,-1,
54301,2026-06-22 16:00:00,16,1,MARKUP,5,A,114.170308,114.04193327273279,114.49124481816804,0.12837472726721444,0.032133454534430186,0,1,1,1,0,1,True,54306,0.7278672114093429
54313,2026-06-22 17:00:00,17,1,MARKUP,5,A,114.174634,114.04493759407855,114.49887501480362,0.12969640592145026,0.04012481184291516,0,1,1,1,0,1,True,54314,-1.0
54332,2026-06-22 18:35:00,18,-1,MARKDOWN,6,A+,114.142282,114.39676767127717,113.50606782180705,0.25448567127718036,0.08953534255435566,0,1,1,1,1,1,True,54340,0.23294828232363374
54344,2026-06-22 19:35:00,19,-1,MARKDOWN,5,A,114.142282,114.38648729001076,113.53176877497307,0.2442052900107683,0.06897458002152937,0,0,1,1,1,1,False,-1,
54493,2026-06-23 08:00:00,8,-1,MARKDOWN,4,B,114.107318,114.17411454771623,113.94032663070945,0.06679654771622268,0.01822909543244432,0,1,0,1,0,1,False,-1,
54506,2026-06-23 09:05:00,9,-1,MARKDOWN,6,A+,114.083014,114.1402662148503,113.93988346287426,0.05725221485029408,0.020532429700602296,0,1,1,1,1,1,False,-1,
54518,2026-06-23 10:05:00,10,-1,MARKDOWN,5,A,113.979232,114.12434855951732,113.6164406012067,0.1451165595173194,0.04269711903462925,0,0,1,1,1,1,True,54519,0.9038035053896738
54530,2026-06-23 11:05:00,11,-1,MARKDOWN,6,A+,113.966872,114.10775378339248,113.61466754151877,0.14088178339248714,0.0495075667849655,0,1,1,1,1,1,False,-1,
54553,2026-06-23 13:00:00,13,-1,MARKDOWN,5,A,113.963816,114.10016527252877,113.62294281867806,0.1363492725287756,0.03433054505755149,0,1,0,1,1,1,False,-1,
54565,2026-06-23 14:00:00,14,-1,MARKDOWN,3,C,113.95425399999999,114.0840687164242,113.62971720893947,0.12981471642420672,0.028137432848414502,0,1,0,0,0,1,False,-1,
54579,2026-06-23 15:10:00,15,-1,MARKDOWN,6,A+,113.904814,114.00445183494841,113.65571941262897,0.09963783494841039,0.028903669896843915,0,1,1,1,1,1,True,54587,0.7955474686536668
54602,2026-06-23 17:05:00,17,-1,MARKDOWN,4,B,113.902342,114.00755668276688,113.63930529308283,0.10521468276687074,0.04311336553373081,0,1,1,0,0,1,False,-1,
54614,2026-06-23 18:05:00,18,-1,MARKDOWN,5,A,113.902342,114.00537775073018,113.64475262317458,0.10303575073017157,0.038755501460351276,0,1,1,1,0,1,False,-1,
