i,time,heure,sens,phase,score,grade,entry,sl,tp,risque,atr,f_fib,f_kijun,f_rsi,f_fvg,f_ob,f_rr,rempli,bar_fill,resultat_R
3232,2025-10-14 08:00:00,8,-1,MARKDOWN,1,C,152.294794,152.6467478640366,151.4149093399085,0.3519538640366022,0.06749572807321905,0,1,0,0,0,1,False,-1,
3244,2025-10-14 09:00:00,9,-1,MARKDOWN,2,C,152.164694,152.53967878064017,151.22723204839957,0.37498478064017604,0.07535756128030177,0,1,1,0,0,1,False,-1,
3256,2025-10-14 10:00:00,10,-1,MARKDOWN,1,C,152.154806,152.52791845679008,151.22202485802484,0.3731124567900679,0.08383691358018891,0,0,1,0,0,1,False,-1,
3322,2025-10-14 15:30:00,15,-1,MARKDOWN,2,C,151.985612,152.10778530798586,151.68017873003535,0.1221733079858609,0.0655706159717408,0,1,0,1,0,1,True,3324,-1.0
3335,2025-10-14 16:35:00,16,-1,MARKDOWN,3,B,152.04331,152.19624335213072,151.66097661967316,0.15293335213073078,0.08048670426140678,0,1,1,1,0,1,True,3340,1.2234550944680485
3348,2025-10-14 17:40:00,17,-1,MARKDOWN,3,B,152.034974,152.20904258128658,151.59980254678356,0.17406858128657632,0.08608516257315292,0,1,1,1,1,1,True,3350,1.1116693312836872
3360,2025-10-14 18:40:00,18,-1,MARKDOWN,1,C,152.002886,152.2117851886075,151.4806380284812,0.20889918860751777,0.09157037721504259,0,1,0,0,0,1,False,-1,
3372,2025-10-14 19:40:00,19,-1,MARKDOWN,2,C,151.98073,152.2118472091955,151.40293697701122,0.23111720919550294,0.09169441839098141,0,1,1,0,0,1,False,-1,
3384,2025-10-14 20:40:00,20,-1,MARKDOWN,2,C,151.97691,152.20076122336036,151.41728194159913,0.2238512233603558,0.06952244672073017,0,1,1,0,0,1,False,-1,
3525,2025-10-15 08:25:00,8,-1,MARKDOWN,2,C,151.468354,151.77768952792462,150.69501518018848,0.3093355279246168,0.04337905584926441,0,1,1,0,0,1,False,-1,
3537,2025-10-15 09:25:00,9,-1,MARKDOWN,2,C,151.243844,151.4875710493588,150.634526376603,0.24372704935879597,0.061142098717582215,0,1,0,0,1,1,True,3548,-1.0
3587,2025-10-15 13:35:00,13,1,MARKUP,1,C,151.125908,150.87033106008695,151.76485034978265,0.2555769399130554,0.057337879826081545,0,1,0,0,0,1,False,-1,
3599,2025-10-15 14:35:00,14,1,MARKUP,1,C,151.170404,150.94506688605176,151.73374678487056,0.2253371139482283,0.051866227896482965,0,0,1,0,0,1,False,-1,
3611,2025-10-15 15:35:00,15,1,MARKUP,2,C,151.31929000000002,151.05697650102584,151.9750737474355,0.26231349897418,0.07004699794832078,0,1,1,0,0,1,True,3632,-1.0
3623,2025-10-15 16:35:00,16,1,MARKUP,1,C,151.360166,151.08665937617246,152.04393255956882,0.27350662382752944,0.0786812476550778,0,1,0,0,0,1,True,3628,-1.0
3648,2025-10-15 18:40:00,18,-1,MARKDOWN,3,B,151.474656,151.77637449252396,150.72035976869014,0.3017184925239462,0.07474898504793147,0,1,1,0,1,1,False,-1,
3660,2025-10-15 19:40:00,19,-1,MARKDOWN,2,C,151.4716,151.77512126547543,150.71279683631138,0.3035212654754389,0.0722425309508457,0,1,1,0,0,1,False,-1,
3672,2025-10-15 20:40:00,20,-1,MARKDOWN,1,C,151.4716,151.77346680510345,150.71693298724136,0.3018668051034581,0.06893361020689785,0,0,1,0,0,1,False,-1,
3817,2025-10-16 08:45:00,8,1,MARKUP,1,C,150.772378,150.48335063859975,151.49494640350065,0.2890273614002581,0.05929872280054113,0,1,0,0,0,1,False,-1,
3829,2025-10-16 09:45:00,9,1,MARKUP,1,C,150.80332,150.47779666560942,151.6171283359765,0.32552333439059566,0.07040666878119935,0,1,0,0,0,1,False,-1,
3842,2025-10-16 10:50:00,10,1,MARKUP,2,C,150.929392,150.68033803208158,151.55202691979608,0.24905396791842804,0.0733239358368652,0,0,1,0,1,1,False,-1,
3854,2025-10-16 11:50:00,11,1,MARKUP,2,C,151.05613400000001,150.81011233578567,151.67118816053585,0.24602166421433935,0.08177532842866249,0,1,1,0,0,1,False,-1,
3868,2025-10-16 13:00:00,13,1,MARKUP,1,C,151.116866,150.90838196169582,151.6380760957604,0.20848403830416373,0.06323607660836418,0,1,0,0,0,1,False,-1,
3880,2025-10-16 14:00:00,14,1,MARKUP,1,C,151.116866,150.9131916471143,151.6260518822142,0.20367435288568458,0.05361670577136317,0,0,1,0,0,1,True,3898,-1.0
3892,2025-10-16 15:00:00,15,1,MARKUP,1,C,151.116866,150.9137440679665,151.62467083008374,0.20312193203349693,0.052511864067001486,0,0,1,0,0,1,True,3898,-1.0
3920,2025-10-16 17:20:00,17,-1,MARKDOWN,2,C,151.200158,151.44528745103995,150.5873343724001,0.24512945103995776,0.0845749020799111,0,1,1,0,0,1,False,-1,
3932,2025-10-16 18:20:00,18,-1,MARKDOWN,1,C,151.138486,151.4142084149352,150.44917996266201,0.27572241493518845,0.0724168298703944,0,1,0,0,0,1,False,-1,
3944,2025-10-16 19:20:00,19,-1,MARKDOWN,2,C,151.085388,151.41284086673758,150.26675583315603,0.32745286673758756,0.06968173347520432,0,1,1,0,0,1,False,-1,
3956,2025-10-16 20:20:00,20,-1,MARKDOWN,1,C,150.88399,151.34120809346535,149.74094476633667,0.45721809346534314,0.10841618693069824,0,1,0,0,0,1,False,-1,
4096,2025-10-17 08:00:00,8,-1,MARKDOWN,2,C,150.199292,150.4185869913396,149.65105452165108,0.21929499133958075,0.06117398267917606,0,1,1,0,0,1,False,-1,
4108,2025-10-17 09:00:00,9,-1,MARKDOWN,1,C,150.13053200000002,150.4182813707448,149.41115857313804,0.2877493707447911,0.06056274148962586,0,1,0,0,0,1,False,-1,
4120,2025-10-17 10:00:00,10,-1,MARKDOWN,2,C,150.040526,150.4347278933563,149.05502126660926,0.3942018933562963,0.09545578671256862,0,1,1,0,0,1,False,-1,
4132,2025-10-17 11:00:00,11,-1,MARKDOWN,2,C,149.85177,150.19935599044726,148.9828050238818,0.34758599044727134,0.1107119808945185,0,1,1,0,0,1,True,4137,-1.0
4179,2025-10-17 14:55:00,14,1,MARKUP,1,C,149.743428,149.326625226151,150.78543493462246,0.41680277384898545,0.10474954769795496,0,1,0,0,0,1,False,-1,
4191,2025-10-17 15:55:00,15,1,MARKUP,1,C,149.95119200000002,149.53733766112728,150.98582784718187,0.4138543388727385,0.09732467774545067,0,1,0,0,0,1,False,-1,
4203,2025-10-17 16:55:00,16,1,MARKUP,2,C,149.963552,149.5562478509162,150.98181237270944,0.4073041490837852,0.09950429816757858,0,1,1,0,0,1,False,-1,
4215,2025-10-17 17:55:00,17,1,MARKUP,1,C,150.022204,149.62347791969069,151.01901920077324,0.39872608030930223,0.09304416061859068,0,1,0,0,0,1,False,-1,
4227,2025-10-17 18:55:00,18,1,MARKUP,1,C,150.147658,149.83447248431818,150.93062178920457,0.3131855156818233,0.07705503136363014,0,0,1,0,0,1,False,-1,
4246,2025-10-17 20:30:00,20,1,MARKUP,2,C,150.32626000000002,150.13182747822808,150.81234130442988,0.1944325217719438,0.06034504354383833,0,1,1,0,0,1,False,-1,
4391,2025-10-20 08:35:00,8,-1,MARKDOWN,1,C,150.934072,151.23020736844845,150.19373357887883,0.29613536844846067,0.05441473689687824,0,1,0,0,0,1,False,-1,
4403,2025-10-20 09:35:00,9,-1,MARKDOWN,2,C,150.869182,151.12874874099094,150.22026514752264,0.2595667409909481,0.061497481981886176,0,1,1,0,0,1,False,-1,
